questions,option_A,option_B,option_C,option_D,correct_answer,option_E,source_file,source_folder,year
"Varón de 22 años, acude por presentar lesión quística en la parte posterior de la mandíbula. AP: cavidad quística revestida 
por epitelio escamoso estratificado con queratosis, capa de células basales prominentes y una superficie epitelial 
ondulada. ¿Cuál es el diagnóstico más probable?",Quiste periodontal lateral,Queratoquiste odontógeno,Quiste odontógeno epitelial calcificante,Quiste paradental,B,Ninguna de las anteriores,Anatomía Patológica & Patología,Year2023,2023
"Varón, portador de trastorno autosómico recesivo, resultante de mutación de la beta-globina, con distorsión de los 
eritrocitos, provocando anemia hemolítica moderada o grave. ¿Cuál es el diagnóstico más probable?",Anemia drepanocítica,Talasemia,Esferocitosis hereditaria,Anemia inmunohemolítica,A,Ninguna de las anteriores,Anatomía Patológica & Patología,Year2023,2023
¿Qué neoplasia del SNC se caracteriza por la presentación típica de crecimiento angiocéntrico?,Linfoma primario del SNC,Glioblastoma multiforme,Hemangioblastoma,Meduloblastoma,A,Ninguna de las anteriores,Anatomía Patológica & Patología,Year2023,2023
¿Qué coloración histoquímica emplearía para detectar criptococo?,Mucicarmin,Reticulina,Ácido alcohol resistente,Gomori,A,Ninguna de las anteriores,Anatomía Patológica & Patología,Year2023,2023
¿Qué agente etiológico se asocia con la epidermodisplasia verruciforme?,Poxvirus,Herpes virus (HSV),Virus EB,Papiloma virus (HPV),D,Ninguna de las anteriores,Anatomía Patológica & Patología,Year2023,2023
¿Cuál es el factor de riesgo más frecuente en las hemorragias lobulares?,Traumatismo,Malformaciones vasculares,Hematoma epidural,Angiopatía amiloide cerebral,D,Ninguna de las anteriores,Anatomía Patológica & Patología,Year2023,2023
"Varón de 65 años, presenta masa tumoral nodular en cordón espermático. AP: revela túbulos glandulares con células de 
revestimiento cúbicas o aplanadas, estroma fibroso con infiltrado linfocitario. IHQ positividad para EMA, CK 5/6, WT1. 
¿Cuál es el diagnóstico más probable?",Mesotelioma papilar bien diferenciado,Mesotelioma peritoneal multiquístico,Mesotelioma maligno,Tumor adenomatoide,D,Ninguna de las anteriores,Anatomía Patológica & Patología,Year2023,2023
"Lactante con vómitos progresivos, no biliosos, en proyectil, el paciente se muestra sano a las 4 semanas de vida. Rx: 
distensión gaseosa se describe en el estudio baritado signo de la ""cuerda""; se realiza biopsia de píloro. AP: hipertrofia y 
desorganización de la capa circular interna de la muscular propia. ¿Cuál es el diagnóstico más probable?",Atresia congénita del píloro,Heterotopía,Estenosis pilórica,Estenosis pilórica adquirida,C,Ninguna de las anteriores,Anatomía Patológica & Patología,Year2023,2023
¿En qué tipo de endocarditis se pueden ver los cuerpos hematoxilínicos de Gross?,Valvulitis reumática,Libman - Sacks,Trombótica no reumática,Bacteriana subaguda,B,Ninguna de las anteriores,Anatomía Patológica & Patología,Year2023,2023
¿Cuál es el tumor encefálico que se puede diseminar por vía hematógena?,Astrocitoma anaplásico,Glioblastoma multiforme,Meduloblastoma,Ependimoma,C,Ninguna de las anteriores,Anatomía Patológica & Patología,Year2023,2023
¿Cuál es el daño preexistente detectado histológicamente en la disección aortica?,Inflamación,Degeneración quística de la media,Desgarro de la íntima,Hematoma disecante,B,Ninguna de las anteriores,Anatomía Patológica & Patología,Year2023,2023
¿Cuáles son los tumores que se presentan con mayor incidencia en niños menores de 5 años?,Sarcoma de Ewing,Linfoma linfoblástico agudo,Tumor neuroectodérmico primitivo,Neuroblastoma,B,Ninguna de las anteriores,Anatomía Patológica & Patología,Year2023,2023
¿Qué enfermedad del grupo de las glucogenosis se caracteriza por depósito lisosómico?,De Von Gierke,De Pompe,De Forbe,De Anderson,B,Ninguna de las anteriores,Anatomía Patológica & Patología,Year2023,2023
"Niño de 6 años, presenta hace 7 días rinorrea mucopurulenta, tos persistente que se intensifica al correr y cefalea. 
Antecedente: rinitis alérgica con corticoides intranasales en 3 episodios similares al año. Examen: T° 36.5 °C, FC 85 X´; 
secreción purulenta en rinofaringe posterior; resto no contributorio. ¿Cuál es el examen diagnóstico de elección?",Microbiología,Tomografía,Serología,Radiografía,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 77 años, fumador, acude por presentar tos productiva crónica, astenia, disnea de esfuerzo y últimamente de 
reposo, anorexia y baja de peso. Se le realiza espirometría: VEF1/CVF < 70% (post broncodilatadores). ¿Cuál es el 
patrón?",Normal,Obstructivo,Restrictivo,Mixto,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 46 años, acude por dolor abdominal, náusea y vómitos. Antecedentes: diabetes mellitus con tratamiento 
irregular. Examen: PA 90/60 mmHg, FC 100 X', FR 28 X', somnolienta. Laboratorio: glucosa 380 mg/dl; examen de orina: 
leucocituria y cuerpos cetónicos presentes, gasometría: pH 7.10, bicarbonato 14 mEq/l. ¿Cuál es el grado de severidad?",Severa,Moderada,Grave,Leve,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Primigesta de 38 semanas, acude por presentar disminución de movimientos fetales. Examen: PA 130/90 mmHg, FC 72 
X'. Altura uterina 28 cm. SPP: LCI, LCF: 140 X'. Ecografía obstétrica: gestación única activa con ponderado fetal percentil 
1 y perfil biofísico 6/10. ¿Cuál es la conducta a seguir?",Evolución espontánea de parto,Cesárea a las 40 semanas,Terminar la gestación,Control en una semana con doppler,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"En el ámbito sanitario de una red integrada de servicio de salud (RISS), se presenta un brote de dengue con incremento 
diario de casos. ¿Qué estrategia debe priorizar el equipo de gestión para reducir la incidencia?",Implementar nuevo servicio de cuidados intensivos,Incrementar el requerimiento de medicamentos e insumos,Solicitar contrato de personal especializado,Acción intersectorial y abordaje de los determinantes,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 32 años, G1 P0010, acude por control ginecológico. Examen: útero 7 cm, no hay presencia de masas. 
Papanicolau: lesión intraepitelial escamosa de alto grado. ¿Cuál es la conducta a seguir?",Colposcopía con biopsia dirigida,Cono con asa de diatermia,Histerectomía laparoscópica,Papanicolau en 6 meses,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Adolescente de 15 años, que súbitamente presenta cefalea intensa y náusea; al levantarse siente mareos y lateralización 
del cuerpo; al pedir ayuda para desplazarse no es entendida y presenta vómitos explosivos. Niega contusiones o caídas. 
¿Cuál es el examen de elección a solicitar?",TC craneal,RM encefálica,Angiografía por TC,Angiografía por RM,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"¿Qué tipo de variable es la concentración de colesterol en sangre, en un estudio que lo asocia con enfermedad coronaria?",Discreta,Ordinal,Independiente,Dependiente,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 50 años, atendido en emergencia porque desde hace 6 horas presenta mareos y hematemesis. Examen: PA 
90/50 mmHg, T° 36.5 °C, FC 100 X', abdomen blando, depresible, RHA aumentados. Gastroscopía: arteria tortuosa 
sangrante en curvatura menor. ¿Cuál es diagnóstico más probable?",Enfermedad de Ménétrier,Lesión de Dieulafoy,Várices gástricas tipo 2,Úlcera péptica gástrica,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Niño de 7 años procedente de Iquitos, consulta por presentar dolor abdominal intermitente, diarrea y síndrome de mala 
absorción. Examen: lesiones cutáneas pruriginosas y migratorias en región perianal, nalgas y parte superior de los 
muslos. ¿Cuál es el tratamiento de elección?",Albendazole,Ivermectina,Pamoato de pirantel,Mebendazol,B,Ninguna de las anteriores,Prueba A,Year2024,2024
¿Cuál es la indicación quirúrgica de urgencia para la enfermedad de Crohn complicada?,Fístula enteroentérica,Neoplasia maligna,Megacolon tóxico,Fisura perineal,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"¿En cuál semana de gestación, como mínimo, se considera que se ha sintetizado suficiente surfactante pulmonar para 
sostener la vida extrauterina?",20,28,24,32,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 48 años, hace 2 meses presenta dolor articular en metacarpofalángicas bilaterales asociado a aumento de 
volumen y rigidez matutina. Antecedente: madre con artritis reumatoide. Examen: sinovitis en metacarpofalángicas e 
interfalángicas proximales bilaterales. ¿Qué examen tiene mayor especificidad para el diagnóstico?",Anti péptido cíclico citrulinado,Factor reumatoideo,Proteína C reactiva,Radiografía de manos,A,Ninguna de las anteriores,Prueba A,Year2024,2024
¿Cuál es la neoplasia maligna más frecuente del intestino delgado proximal?,Adenocarcinoma,Leiomiosarcoma,Linfoma,Neuroendocrino,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 40 años que desde hace 7 días presenta palpitaciones, temblores, sudoración profusa, confusión y 
convulsiones. Antecedente no contributorio. Laboratorio: glucosa 49 mg/dl, insulina sérica elevada. TC: tumor de 3 cm en 
cuerpo de páncreas. ¿Cuál es el diagnóstico más probable?",Somatostatinoma,Insulinoma,Gastrinoma,Glucagonoma,B,Ninguna de las anteriores,Prueba A,Year2024,2024
Frente al hallazgo de una diverticulitis complicada Hinchey IV. ¿Cuál es la conducta a seguir?,Drenaje percutáneo,Fistulografía,Laparotomía,Observación,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 35 años, alcohólico, luego de ingesta de licor por 3 días, acude por presentar ansiedad, temblor, se agrega 
alucinaciones visuales y convulsiones. Examen: PA 150/90 mmHg, FC 102 X'. ¿Cuál es el tratamiento de elección?",Fenitoína,Metanol,Diazepam,Valproato,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 45 años, con cirrosis hepática y várices esofágicas que no recibe tratamiento, acude por hematemesis. Examen: 
PA 100/60 mmHg, FC 86 X', FR 18 X'; telangiectasias cutáneas, circulación colateral abdominal. Junto a las medidas 
generales. ¿Cuál es el tratamiento farmacológico a indicar?",Metoclopramida,Sucralfato,Octreótide,Ranitidina,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"RN a término, trabajo de parto prolongado. Examen: miembro superior derecho en abducción, brazo rotado en dirección 
medial, codo en extensión, antebrazo en pronación y muñeca flexionada. ¿Cuál es el nivel anatómico de la lesión?",C5-C6,C1-C2,C6-C7,C4-C5,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 42 años con antecedente de cirugía total de paratiroides, acude por parestesias y espasmos musculares, luego 
se agregan movimientos coreoatetósicos y convulsiones. Examen: signo de Trousseau y Chevostek presentes. EKG: 
ritmo sinusal, QT prolongado. ¿Cuál es el tratamiento de elección?",Citrato de potasio,Sulfato de magnesio,Bicarbonato de sodio,Gluconato de calcio,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Niño de 5 años con dos semanas de diarrea, dolor abdominal y pérdida de peso. Desde hace dos meses acude a 
guardería. Examen: BEG, REN, BEH. Abdomen: blando con dolor difuso y discreto a la palpación, no masas, RHA 
incrementados. Coprológico funcional: Sudan III (+++), glucosa (-), heces no formadas, moco (-), sangre (-). ¿Cuál es el 
agente etiológico?",Balantidium coli,Helicobacter pilori,Giardia lamblia,Campylobacter sp,C,Ninguna de las anteriores,Prueba A,Year2024,2024
¿Cuál es la causa más frecuente de estreñimiento en niños?,Funcional,Fármacos,Malformación anatómica,Orgánica,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Niño de 18 meses, presenta erupción eritematosa macular difusa que inició en cara dando aspecto de ""mejillas 
abofeteadas"", extendida al tronco y parte proximal de las extremidades y que progresivamente dan un aspecto reticulado, 
en encaje, respetando palmas y plantas. ¿Cuál es el agente causal más probable?",Parvovirus B19,Herpes Zoster,Herpes virus 6,Paramixovirus,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 50 años con trauma cráneo encefálico grave. Se constata diuresis de 15 litros en un día. Laboratorio: Na+ sérico: 
130 mEq/l. Osmolaridad urinaria: 150 mOsm/l. ¿Cuál es el lugar de acción de la hormona afectada a consecuencia del 
traumatismo?",Asa gruesa ascendente de Henle,Podocitos,Membrana basal glomerular,Túbulo colector,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 56 años, acude por disnea a medianos esfuerzos, disnea paroxística nocturna, ortopnea, edema de miembros 
inferiores y expectoración hemoptoica. Examen: Ingurgitación yugular leve, ruidos cardiacos arrítmicos, pulso 96 X', 
desdoblamiento del 2° ruido, soplo diastólico con chasquido de apertura en 5° EICI con LMC. ¿Cuál es su aproximación 
diagnóstica?",Embolia pulmonar,Estenosis mitral,Trombo intracavitario,Miocarditis viral,B,Ninguna de las anteriores,Prueba A,Year2024,2024
Fisiológicamente.¿Cuál es la hormona que estimula la tiroides materna durante el embarazo?,Liberadora de cortisol,Gonadotropina coriónica humana,De crecimiento,Antidiurética,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 58 años, hipertenso, acude por presentar disnea de esfuerzo, ortopnea y disnea paroxística nocturna ocasional. 
Examen: ansioso, signo de Quincke (+), PA 160/40 mmHg, pulso bigeminado 96 X', latido supra esternal visible; corazón: 
choque de punta en 6° EICI por fuera de la LMC con presencia de frémito, soplo diastólico aspirativo IV/VI en borde 
esternal izquierdo. ¿Cuál es el diagnóstico?",Estenosis mitral,Insuficiencia aórtica,Estenosis aórtica,Insuficiencia mitral,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 45 años, con várices en ambos miembros inferiores, súbitamente presenta aumento de volumen y dolor del 
miembro inferior derecho que se incrementa a la dorsiflexión del tobillo comprometido. Examen: miembro inferior derecho 
eritematoso, sensible a la presión. Signo de Homans (+). ¿Cuál es el examen a solicitar para definir el diagnóstico?",Dimero D,Ecografía de compresión Doppler,Venografía con contraste,Angiotomografía,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 32 años acude por presentar lesión en pene. Antecedente: relaciones sin protección con homosexuales. 
Examen: glande con úlcera limpia, indurada, no dolorosa. ¿Cuál es el tratamiento de elección?",Ciprofloxacino,Penicilina benzatínica,Ceftriaxona,Valaciclovir,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Primigesta de 35 semanas, acude a control prenatal. Examen: PA 130/90mmHg, FC 72X', AU 32 cm, LCF 142X'. Para 
diagnosticar pre eclampsia el índice proteína/creatinina en sangre debe ser mayor a ...",0.25,0.3,0.2,0.15,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Niño de 10 años en programa de hemodiálisis por ERC, presenta súbitamente dolor intenso a nivel torácico, se confirma 
embolia pulmonar. ¿Cuál es el tratamiento inicial?",Enoxaparina,Warfarina,Heparina no fraccionada,Vitamina K,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 48 años con cirrosis hepática, hace 4 días presenta constipación y somnolencia, acude frecuentemente por el 
mismo episodio. Examen: somnolienta, desorientada en tiempo y lugar; se inicia lactulosa y luego polietilenglicol sin 
mejoría. ¿Cuál tratamiento se debe añadir?",Rifaximina,Azitromicina,Ciprofloxacino,Amoxicilina,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 30 años, acude por cefalea bilateral, opresiva, de instauración lenta, que persiste por varios días. Examen: PA 
110/70 mmHg, FC 68 X', FR 20 X'; neurológico sin alteraciones. ¿Cuál es el diagnóstico más probable?",Neuralgia del trigémino,Migraña,Cefalea tensional,Cefalea en racimos,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Niña de 12 meses que estando hospitalizada por cuadro febril, presenta súbitamente edema de labios, eritema y estridor 
post administración de metamizol EV. Respecto al tratamiento. ¿Cuál es el medicamento de primera línea?",Adrenalina,Prednisolona,Cetirizina,Clorfenamina,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Secundigesta de 38 semanas en trabajo de parto. Examen: PA 100/60 mmHg, FC 72 X'. Tacto vaginal: D 7cm, B 100%, 
AP -2. Se inicia manejo activo con rotura artificial de membranas, se observa sangrado vaginal rojo rutilante seguido de 
bradicardia fetal sostenida. ¿Cuál es la indicación más adecuada?",Cesárea de emergencia,Uso de fórceps,Dilatación mecánica,Oxitocina endovenosa,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 36 años con antecedente de alcoholismo crónico, acude por hematemesis y melena. Examen: PA 100/60 mmHg, 
FC 88 X', FR 20 X'. Ictérico con telangiectasias y circulación colateral. EDA: várices esofágicas. Se procede a realizar 
endoligaduras. ¿Qué medicamento debe usarse de manera profiláctica para evitar sangrado digestivo?",Omeprazol,Sucralfato,Carvedilol,Ranitidina,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"RN de una hora de vida, parto domiciliario, 33 semanas de EG presenta aleteo nasal, cianosis, retracciones, quejido 
audible y taquipnea. Examen: FC 180 X', FR 80 X', SatO2 86 %. Tórax: taquipnea, retracciones supraesternales e 
intercostales. Rx tórax: microatelectasias homogéneas y broncogramas aéreos. ¿Cuál es el diagnóstico?",Síndrome de dificultad respiratoria,Neumonía neonatal,Taquipnea transitoria del recién nacido,Displasia broncopulmonar,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Ante el incremento del índice aédico en el ámbito sanitario de un establecimiento de salud durante el último mes, se 
decide aplicar una encuesta casa por casa en búsqueda de febriles. ¿Cuál es el diseño de estudio?",Transversal,Cohorte,Casos y controles,Experimental,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Adolescente que desde hace un año recibe tratamiento de fluoxetina y amitriptilina por cuadro ansioso depresivo. No otro 
antecedente. Presenta cuadro de agitación y verborrea. Examen: FC 120 X', FR 25 X', PA 130/100 mmHg. ¿A qué 
corresponde este cuadro?",Delirium tremens,Suspensión de la medicación,Evento adverso serotoninérgico,Posible consumo de cocaina,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 65 años, natural de Apurímac, refiere que desde hace 48 horas presenta dolor abdominal de inicio rápido, 
distensión abdominal, no eliminación de flatos. Examen: PA 140/70 mmHg, FC 80 X', FR 24 X'. Abdomen: no cicatrices, 
no hernias, tumoración en FII móvil poco dolorosa de15x15 cm, no reacción peritoneal. No leucocitosis. Rx simple de 
abdomen: signo de grano de café. ¿Cuál es el tratamiento inicial?",Descomprensión endoscópica,Pexia del colon sigmoides,Procedimiento de Hartmann,Resección y anastomosis,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Niña de 5 años traída por madre por ""micción involuntaria nocturna"", en ausencia de patología nefro/urológica ó 
neurológica, se plantea el diagnóstico de enuresis. ¿Cuál es el tratamiento inicial?",Oxibutina,Acetato de desmopresina,Imiprimina,Motivacional,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Lactante de 12 meses, traído a emergencia por presentar desde hace 4 días rinorrea, tos exigente y fiebre. Examen: FC 
85 X', FR 26 X', SatO2 90%; Tórax: sibilantes en AHT, tirajes intercostales. ¿Cuál es el agente etiológico más frecuente?",Adenovirus,Virus sincitial respiratorio,Parainfluenza,Rinovirus,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 45 años, acude por dolor abdominal de moderada intensidad asociado a hematuria, refiere episodio similar hace 
6 meses. Examen: ictericia de piel y mucosas, petequias en miembros inferiores, hepatoesplenomegalia, ascitis. 
Laboratorio: leucocitos 3800/µl, hemoglobina: 8.5 g/l, VCM: 80 fl, plaquetas 120,000/µl, bilirrubina total: 5 mg/dl, bilirrubina 
indirecta: 3.8 mg/dl, deshidrogenasa láctica: 850 U/l; ecografía abdominal: trombosis de venas hepáticas. ¿Cuál es el 
tratamiento más indicado?",Eculizumab,Rituximab,Prednisolona,Ciclofosfamida,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Gestante de 32 semanas con dinámica uterina desde hace cuatro horas, niega pérdida de líquido. Estuvo hace tres días 
en emergencia por cuadro similar recibiendo dosis completa de corticoides y tocolíticos. Examen: T° 37 oC, FC 80 X', PA 
120/70 mmHg. AU 30 cm, F: LCI, LF: 140 X'. TV: D 4, B 100%, Estación 0. ¿Cuál es la indicación adecuada?",Continuar trabajo de parto,Indicar nifedipino,Indicar cesárea,Administrar betametasona adicional,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Tercigesta de 28 semanas, Rh(-). Antecedente de muerte perinatal previa. Control prenatal: asintomática. Examen: PA 
100/60 mmHg, FC 70 X'. Altura uterina: 28 cm, LCF 142 X'. Test de Coombs indirecto positivo. El feto tiene alto riesgo de 
presentar:",Síndrome post término,Anemia,Macrosomía,Espina bífida,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 20 años, acude por dolor en rodilla derecha con aumento de volumen y fiebre. Examen: rodilla derecha con 
calor, rubor y aumento de volumen, signo de la tecla positivo. Artrocentesis: leucocitos 30000/µl con presencia 
de diplococos gramnegativos. ¿Cuál es el medicamento indicado?",Ampicilina,Penicilina G,Vancomicina,Ceftriaxona,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Se evalúa el plan operativo 2023 de vacunación en menores de un año: se encuentra 95% de cobertura de primera dosis 
y 25% protegidos con vacuna completa para su edad; visitas domiciliarias y campañas de vacunación ejecutadas al 100%. 
¿Qué aspecto de gestión se debe mejorar?",Eficacia,Eficiencia,Evaluación,Programación,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 45 años, años atrás cursó con lesiones ulcerosas indoloras en genitales y adenopatías locales indoloras; estuvo 
en control médico y abandonó el tratamiento. Consulta por dolor lancinante en miembros inferiores y ataxia de la marcha. 
¿Cuál es la porción de la médula espinal afectada?",Cordón anterior,Parte lateral,Mixta,Cordón posterior,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 35 años, bruscamente presenta dolor lancinante y paroxístico en maxilar derecho que por momentos se irradia 
hacia la región ocular del mismo lado y se exacerba al tocar la piel o cepillarse los dientes. Examen: dolor a la palpación 
superficial de zona comprometida. No déficit neurológico. ¿Cuál es el tratamiento de elección?",Carbamazepina,Tramadol,Hidroxicobalamina,Levetiracetam,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 40 años, ingresa a emergencia en varias oportunidades por cuadro de cefalea unilateral, pulsátil que se agrava 
con el movimiento y se asocia a fotofobia y vómitos. Recibe antiinflamatorios y gastrocinéticos mejorando cuadro. ¿Qué 
medicamento se debe usar en forma preventiva?",Metoclopramida,Sumatriptan,Ergotamina,Propanolol,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 30 años que hace 2 horas sufre herida de bala en epigastrio sin orificio de salida. Examen: pálido, inestable 
hemodinámicamente, PA 80/40 mmHg, FC 120 X´, FR 26 X'. Reacción peritoneal. No hematuria. No leucocitosis. ¿Cuál 
es su conducta?",Laparotomía exploratoria,FAST,Tomografía abdominal,Tratamiento no operatorio,A,Ninguna de las anteriores,Prueba A,Year2024,2024
¿Cuál es la hormona que se activa en la 3ra fase de una hipoglicemia prolongada?,Epinefrina,Cortisol,Glucagon,Insulina,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 57 años, acude por presentar disnea, astenia y baja de peso. Examen: PA 100/80 mmHg, FC 82 X', FR 30X'. 
Depresión de la pared del abdomen durante la inspiración. TC: tumoración esofágica, a la altura del mediastino. ¿Cuál es 
el nervio afectado?",Frénico,Supraclavicular,Hipogloso,Vago,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 38 años, desde hace 6 días presenta dolor abdominal post ingesta de grasas. Examen: PA 120/80 mmHg, T° 
37 °C, FC 98 X', ictericia; abdomen: dolor moderado en CSD. Leucocitos: 9000/µl. Ecografía: vesícula biliar de 8x4 
cm con múltiples imágenes hiperrefringentes con sombra posterior, colédoco de 12 mm. ¿Cuál es la conducta a seguir?",Solicitar endoscopía digestiva alta,Programar para colelap urgente,Indicar antibióticos EV,Solicitar colangiorresonancia,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 20 años, desde hace tres días viene perdiendo fuerza muscular en miembros inferiores en forma ascendente y 
progresiva, hasta limitar su marcha. Examen: paraparesia, hiporreflexia, ligera pérdida sensitiva. ¿Cuál es el tratamiento 
indicado?",Metotrexate,Azatioprina,Inmunoglobulina intravenosa,Metilprednisolona,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Niño de 8 años con 3 semanas de dolor en extremidades inferiores, fiebre intermitente y pérdida de peso. Examen: FC 
100 X', FR 22 X', T° 38 °C, peso 22 Kg, pálido, adelgazado; adenopatias generalizadas. Tórax: MV en AHT; abdomen: 
hepatoesplenomegalia; MMII: no signos de flogosis, dolor a la dígito presión. Laboratorio: leucocitos 40000/µl, neutrófilos 
15%, plaquetas 50000/µl, Hb 7 g/dl. DHL elevada. ¿Cuál es el diagnóstico probable?",Aplasia medular,Leucemia,Trombocitopenia autoinmune,Linfoma,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"En la fisiología de la actividad eléctrica del corazón. ¿Cuál es la estructura orgánica que tiene mayor propiedad de 
conducción?",Miocitos,Nódulo auriculoventricular,Fibras de Purkinje,Nódulo sinoauricular,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 35 años, desde hace 3 meses presenta dificultad para identificar un objeto con sus manos, aunque, sí 
percibe sus características. El área anatómica afectada corresponde a lesión del lóbulo ...",frontal,parietal posterior,occipital,parietal anterior,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 56 años, desde hace 8 meses presenta dolor al esfuerzo en el flanco derecho a la altura del ombligo. 
Antecedentes no contributorios. Examen: dolor a la palpación en flanco derecho. Ecografía: defecto de 2x2 cm por debajo 
de la línea arqueada y fuera del borde externo del músculo recto. ¿Cuál es el diagnóstico más probable?",Hernia inguinal directa,Hernia de Spiegel,Diastasis de rectos,Eventración abdominal,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Recién nacido que presenta sialorrea asociada a crisis de tos evidenciadas desde la primera alimentación, el cuadro es 
sugestivo de...",atresia esofágica.,fístula traqueoesofágica.,reflujo gastroesofágico.,hipertrofia pilórica.,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 33 años, G3 P2002, acude a control ecográfico que informa: Gestación de 38 semanas + circular de cordón al 
cuello. ¿Cuál es la conducta a seguir?",Realizar cesárea de urgencia,Monitoreo fetal cada semana,Programar cesárea electiva,Continuar con el control prenatal,D,Ninguna de las anteriores,Prueba A,Year2024,2024
La muerte súbita del lactante se relaciona con la posición:,Trendelenburg,Decúbito supino,Decúbito prono,Decúbito lateral,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 45 años, acude por palpitaciones, dolor torácico y disnea de esfuerzo, ocasionalmente disnea paroxística 
nocturna. Antecedente de padre fallecido de muerte súbita. Examen: pulso bisferiens, choque de punta palpable, soplo 
sistólico eyectivo en borde esternal izquierdo que se irradia hacia foco aórtico y ápex. EKG: hipertrofia ventricular 
izquierda, con ondas T invertidas en I y aVL. ¿Cuál es el examen inicial indicado?",Resonancia cardiovascular,Gammagrafía cardiaca,Tomografía cardiovascular,Ecocardiograma bidimensional,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Gestante de 35 semanas por eco del primer trimestre; en ecografía actual el producto se encuentra en percentil 9, las 
pruebas de bienestar fetal y doppler son normales. ¿Cuál es el diagnóstico más probable?",RCIU asimétrico,Error en FUR,RCIU simétrico,Pequeño para su edad gestacional,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"La miomatosis uterina puede ser causa de infertilidad alterando las tasas de gestación. ¿Cuál es el mioma que afecta 
más la fecundidad?",Subseroso,Pediculado,Intramural,Submucoso,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Niño de 8 años traído por haber sufrido trauma ocular jugando futbol, presenta visión borrosa, disminución de la apertura 
ocular y leve lagrimeo. ¿Cuál es la primera posibilidad diagnóstica?",Desprendimiento de retina,Retinoblastoma,Glaucoma secundario,Catarata traumática,A,Ninguna de las anteriores,Prueba A,Year2024,2024
