source_file,year,count_of_matches,total_rows,percent_correct,model_name,source_file_eng
Ginecología y Obstetricia,2019,83,100,83.0,medgemma-27b-text-it,Gynecology and Obstetrics
Ginecología y Obstetricia,2020,82,100,82.0,medgemma-27b-text-it,Gynecology and Obstetrics
Ginecología y Obstetricia,2022,80,100,80.0,medgemma-27b-text-it,Gynecology and Obstetrics
Ginecología y Obstetricia,2023,79,100,79.0,medgemma-27b-text-it,Gynecology and Obstetrics
Ginecología y Obstetricia,2024,80,100,80.0,medgemma-27b-text-it,Gynecology and Obstetrics
Ginecología y Obstetricia,2025,83,100,83.0,medgemma-27b-text-it,Gynecology and Obstetrics
Neurocirugía,2022,71,100,71.0,medgemma-27b-text-it,Neurosurgery
Neurocirugía,2023,87,100,87.0,medgemma-27b-text-it,Neurosurgery
Neurocirugía,2024,83,100,83.0,medgemma-27b-text-it,Neurosurgery
Neurocirugía,2025,68,100,68.0,medgemma-27b-text-it,Neurosurgery
Oftalmología,2018,75,100,75.0,medgemma-27b-text-it,Ophthalmology
Oftalmología,2019,78,100,78.0,medgemma-27b-text-it,Ophthalmology
Oftalmología,2020,80,100,80.0,medgemma-27b-text-it,Ophthalmology
Oftalmología,2022,75,100,75.0,medgemma-27b-text-it,Ophthalmology
Oftalmología,2023,76,100,76.0,medgemma-27b-text-it,Ophthalmology
Oftalmología,2024,74,100,74.0,medgemma-27b-text-it,Ophthalmology
Oftalmología,2025,77,100,77.0,medgemma-27b-text-it,Ophthalmology
Pediatría,2018,78,100,78.0,medgemma-27b-text-it,Pediatrics
Pediatría,2019,91,100,91.0,medgemma-27b-text-it,Pediatrics
Pediatría,2020,74,100,74.0,medgemma-27b-text-it,Pediatrics
Pediatría,2022,85,100,85.0,medgemma-27b-text-it,Pediatrics
Pediatría,2023,85,100,85.0,medgemma-27b-text-it,Pediatrics
Pediatría,2024,86,100,86.0,medgemma-27b-text-it,Pediatrics
Pediatría,2025,75,100,75.0,medgemma-27b-text-it,Pediatrics
Prueba A,2018,83,100,83.0,medgemma-27b-text-it,Test A
Prueba A,2019,82,100,82.0,medgemma-27b-text-it,Test A
Prueba A,2020,74,90,82.22,medgemma-27b-text-it,Test A
Prueba A,2022,87,100,87.0,medgemma-27b-text-it,Test A
Prueba A,2023,84,100,84.0,medgemma-27b-text-it,Test A
Prueba A,2024,91,100,91.0,medgemma-27b-text-it,Test A
Prueba A,2025,82,100,82.0,medgemma-27b-text-it,Test A
Prueba B,2018,91,100,91.0,medgemma-27b-text-it,Test B
Prueba B,2019,86,100,86.0,medgemma-27b-text-it,Test B
Prueba B,2020,82,90,91.11,medgemma-27b-text-it,Test B
Prueba B,2022,87,100,87.0,medgemma-27b-text-it,Test B
Prueba B,2023,87,100,87.0,medgemma-27b-text-it,Test B
Prueba B,2024,86,100,86.0,medgemma-27b-text-it,Test B
Prueba B,2025,84,100,84.0,medgemma-27b-text-it,Test B
Psiquiatría,2018,85,100,85.0,medgemma-27b-text-it,Psychiatry
Psiquiatría,2019,89,100,89.0,medgemma-27b-text-it,Psychiatry
Psiquiatría,2020,90,100,90.0,medgemma-27b-text-it,Psychiatry
Psiquiatría,2022,89,100,89.0,medgemma-27b-text-it,Psychiatry
Psiquiatría,2023,88,100,88.0,medgemma-27b-text-it,Psychiatry
Psiquiatría,2024,90,100,90.0,medgemma-27b-text-it,Psychiatry
Psiquiatría,2025,94,100,94.0,medgemma-27b-text-it,Psychiatry
Radiología,2018,82,100,82.0,medgemma-27b-text-it,Radiology
Radiología,2019,79,100,79.0,medgemma-27b-text-it,Radiology
Radiología,2022,69,100,69.0,medgemma-27b-text-it,Radiology
Radiología,2023,78,99,78.79,medgemma-27b-text-it,Radiology
Radiología,2024,76,100,76.0,medgemma-27b-text-it,Radiology
Radiología,2025,72,100,72.0,medgemma-27b-text-it,Radiology
Urología,2018,86,100,86.0,medgemma-27b-text-it,Urology
Urología,2020,78,100,78.0,medgemma-27b-text-it,Urology
Urología,2022,82,100,82.0,medgemma-27b-text-it,Urology
Urología,2023,83,100,83.0,medgemma-27b-text-it,Urology
Urología,2024,72,100,72.0,medgemma-27b-text-it,Urology
Urología,2025,75,100,75.0,medgemma-27b-text-it,Urology
Anatomía Patológica & Patología,2018,79,100,79.0,OctoMed-7B,Pathological Anatomy and Pathology
Anatomía Patológica & Patología,2019,75,100,75.0,OctoMed-7B,Pathological Anatomy and Pathology
Anatomía Patológica & Patología,2020,83,100,83.0,OctoMed-7B,Pathological Anatomy and Pathology
Anatomía Patológica & Patología,2023,82,100,82.0,OctoMed-7B,Pathological Anatomy and Pathology
Anatomía Patológica & Patología,2024,81,100,81.0,OctoMed-7B,Pathological Anatomy and Pathology
Anatomía Patológica & Patología,2025,74,100,74.0,OctoMed-7B,Pathological Anatomy and Pathology
Anestesiología,2018,79,100,79.0,OctoMed-7B,Anesthesiology
Anestesiología,2019,79,100,79.0,OctoMed-7B,Anesthesiology
Anestesiología,2020,74,98,75.51,OctoMed-7B,Anesthesiology
Anestesiología,2022,81,99,81.82,OctoMed-7B,Anesthesiology
Anestesiología,2023,65,99,65.66,OctoMed-7B,Anesthesiology
Anestesiología,2024,75,100,75.0,OctoMed-7B,Anesthesiology
Anestesiología,2025,80,100,80.0,OctoMed-7B,Anesthesiology
Cirugía General,2018,67,99,67.68,OctoMed-7B,General Surgery
Cirugía General,2019,79,100,79.0,OctoMed-7B,General Surgery
Cirugía General,2020,72,100,72.0,OctoMed-7B,General Surgery
Cirugía General,2022,77,100,77.0,OctoMed-7B,General Surgery
Cirugía General,2023,83,100,83.0,OctoMed-7B,General Surgery
Cirugía General,2024,67,100,67.0,OctoMed-7B,General Surgery
Cirugía General,2025,73,100,73.0,OctoMed-7B,General Surgery
Cirugía de Tórax y Cardiovascular,2019,60,100,60.0,OctoMed-7B,Thoracic and Cardiovascular Surgery
Cirugía de Tórax y Cardiovascular,2022,74,100,74.0,OctoMed-7B,Thoracic and Cardiovascular Surgery
Cirugía de Tórax y Cardiovascular,2023,79,100,79.0,OctoMed-7B,Thoracic and Cardiovascular Surgery
Cirugía de Tórax y Cardiovascular,2024,72,100,72.0,OctoMed-7B,Thoracic and Cardiovascular Surgery
Cirugía de Tórax y Cardiovascular,2025,142,200,71.0,OctoMed-7B,Thoracic and Cardiovascular Surgery
Ginecología y Obstetricia,2018,85,99,85.86,OctoMed-7B,Gynecology and Obstetrics
Ginecología y Obstetricia,2019,83,100,83.0,OctoMed-7B,Gynecology and Obstetrics
Ginecología y Obstetricia,2020,82,100,82.0,OctoMed-7B,Gynecology and Obstetrics
Ginecología y Obstetricia,2022,73,100,73.0,OctoMed-7B,Gynecology and Obstetrics
Ginecología y Obstetricia,2023,80,100,80.0,OctoMed-7B,Gynecology and Obstetrics
Ginecología y Obstetricia,2024,71,100,71.0,OctoMed-7B,Gynecology and Obstetrics
Ginecología y Obstetricia,2025,72,100,72.0,OctoMed-7B,Gynecology and Obstetrics
Neurocirugía,2022,74,100,74.0,OctoMed-7B,Neurosurgery
Neurocirugía,2023,85,100,85.0,OctoMed-7B,Neurosurgery
Neurocirugía,2024,78,99,78.79,OctoMed-7B,Neurosurgery
Neurocirugía,2025,71,99,71.72,OctoMed-7B,Neurosurgery
Oftalmología,2018,76,100,76.0,OctoMed-7B,Ophthalmology
Oftalmología,2019,68,100,68.0,OctoMed-7B,Ophthalmology
Oftalmología,2020,78,100,78.0,OctoMed-7B,Ophthalmology
Oftalmología,2022,74,100,74.0,OctoMed-7B,Ophthalmology
Oftalmología,2023,72,100,72.0,OctoMed-7B,Ophthalmology
Oftalmología,2024,68,99,68.69,OctoMed-7B,Ophthalmology
Oftalmología,2025,76,100,76.0,OctoMed-7B,Ophthalmology
Pediatría,2018,81,100,81.0,OctoMed-7B,Pediatrics
Pediatría,2019,82,100,82.0,OctoMed-7B,Pediatrics
Pediatría,2020,70,100,70.0,OctoMed-7B,Pediatrics
Pediatría,2022,77,100,77.0,OctoMed-7B,Pediatrics
Pediatría,2023,71,99,71.72,OctoMed-7B,Pediatrics
Pediatría,2024,78,100,78.0,OctoMed-7B,Pediatrics
Pediatría,2025,79,100,79.0,OctoMed-7B,Pediatrics
Prueba A,2018,84,100,84.0,OctoMed-7B,Test A
Prueba A,2019,80,100,80.0,OctoMed-7B,Test A
Prueba A,2020,77,90,85.56,OctoMed-7B,Test A
Prueba A,2022,76,100,76.0,OctoMed-7B,Test A
Prueba A,2023,84,100,84.0,OctoMed-7B,Test A
Prueba A,2024,84,100,84.0,OctoMed-7B,Test A
Prueba A,2025,80,100,80.0,OctoMed-7B,Test A
Prueba B,2018,86,100,86.0,OctoMed-7B,Test B
Prueba B,2019,83,100,83.0,OctoMed-7B,Test B
Prueba B,2020,79,90,87.78,OctoMed-7B,Test B
Prueba B,2022,81,99,81.82,OctoMed-7B,Test B
Prueba B,2023,89,99,89.9,OctoMed-7B,Test B
Prueba B,2024,82,100,82.0,OctoMed-7B,Test B
Prueba B,2025,83,99,83.84,OctoMed-7B,Test B
Psiquiatría,2018,79,100,79.0,OctoMed-7B,Psychiatry
Psiquiatría,2019,88,100,88.0,OctoMed-7B,Psychiatry
Psiquiatría,2020,87,100,87.0,OctoMed-7B,Psychiatry
Psiquiatría,2022,87,100,87.0,OctoMed-7B,Psychiatry
Psiquiatría,2023,89,100,89.0,OctoMed-7B,Psychiatry
Psiquiatría,2024,78,100,78.0,OctoMed-7B,Psychiatry
Psiquiatría,2025,89,100,89.0,OctoMed-7B,Psychiatry
Radiología,2018,76,99,76.77,OctoMed-7B,Radiology
Radiología,2019,84,100,84.0,OctoMed-7B,Radiology
Radiología,2022,70,100,70.0,OctoMed-7B,Radiology
Radiología,2023,84,100,84.0,OctoMed-7B,Radiology
Radiología,2024,72,100,72.0,OctoMed-7B,Radiology
Radiología,2025,77,100,77.0,OctoMed-7B,Radiology
Urología,2018,79,99,79.8,OctoMed-7B,Urology
Urología,2020,73,100,73.0,OctoMed-7B,Urology
Urología,2022,81,100,81.0,OctoMed-7B,Urology
Urología,2023,79,100,79.0,OctoMed-7B,Urology
Urología,2024,71,100,71.0,OctoMed-7B,Urology
Urología,2025,79,100,79.0,OctoMed-7B,Urology
Anatomía Patológica & Patología,2018,67,100,67.0,medgemma-4b-it-FT,Pathological Anatomy and Pathology
Anatomía Patológica & Patología,2019,67,100,67.0,medgemma-4b-it-FT,Pathological Anatomy and Pathology
Anatomía Patológica & Patología,2020,66,100,66.0,medgemma-4b-it-FT,Pathological Anatomy and Pathology
Anatomía Patológica & Patología,2023,68,100,68.0,medgemma-4b-it-FT,Pathological Anatomy and Pathology
Anatomía Patológica & Patología,2024,75,100,75.0,medgemma-4b-it-FT,Pathological Anatomy and Pathology
Anatomía Patológica & Patología,2025,50,100,50.0,medgemma-4b-it-FT,Pathological Anatomy and Pathology
Anestesiología,2018,63,100,63.0,medgemma-4b-it-FT,Anesthesiology
Anestesiología,2019,69,100,69.0,medgemma-4b-it-FT,Anesthesiology
Anestesiología,2020,64,100,64.0,medgemma-4b-it-FT,Anesthesiology
Anestesiología,2022,67,100,67.0,medgemma-4b-it-FT,Anesthesiology
Anestesiología,2023,63,100,63.0,medgemma-4b-it-FT,Anesthesiology
Anestesiología,2024,78,100,78.0,medgemma-4b-it-FT,Anesthesiology
Anestesiología,2025,58,100,58.0,medgemma-4b-it-FT,Anesthesiology
Cirugía General,2018,62,100,62.0,medgemma-4b-it-FT,General Surgery
Cirugía General,2019,65,100,65.0,medgemma-4b-it-FT,General Surgery
Cirugía General,2020,71,100,71.0,medgemma-4b-it-FT,General Surgery
Cirugía General,2022,67,100,67.0,medgemma-4b-it-FT,General Surgery
Cirugía General,2023,76,100,76.0,medgemma-4b-it-FT,General Surgery
Cirugía General,2024,58,100,58.0,medgemma-4b-it-FT,General Surgery
Cirugía General,2025,62,100,62.0,medgemma-4b-it-FT,General Surgery
Cirugía de Tórax y Cardiovascular,2019,59,100,59.0,medgemma-4b-it-FT,Thoracic and Cardiovascular Surgery
Cirugía de Tórax y Cardiovascular,2022,77,100,77.0,medgemma-4b-it-FT,Thoracic and Cardiovascular Surgery
Cirugía de Tórax y Cardiovascular,2023,78,100,78.0,medgemma-4b-it-FT,Thoracic and Cardiovascular Surgery
Cirugía de Tórax y Cardiovascular,2024,75,100,75.0,medgemma-4b-it-FT,Thoracic and Cardiovascular Surgery
Cirugía de Tórax y Cardiovascular,2025,102,200,51.0,medgemma-4b-it-FT,Thoracic and Cardiovascular Surgery
Ginecología y Obstetricia,2018,64,100,64.0,medgemma-4b-it-FT,Gynecology and Obstetrics
Ginecología y Obstetricia,2019,71,100,71.0,medgemma-4b-it-FT,Gynecology and Obstetrics
Ginecología y Obstetricia,2020,61,100,61.0,medgemma-4b-it-FT,Gynecology and Obstetrics
Ginecología y Obstetricia,2022,66,100,66.0,medgemma-4b-it-FT,Gynecology and Obstetrics
Ginecología y Obstetricia,2023,61,100,61.0,medgemma-4b-it-FT,Gynecology and Obstetrics
Ginecología y Obstetricia,2024,68,100,68.0,medgemma-4b-it-FT,Gynecology and Obstetrics
Ginecología y Obstetricia,2025,51,100,51.0,medgemma-4b-it-FT,Gynecology and Obstetrics
Neurocirugía,2022,58,100,58.0,medgemma-4b-it-FT,Neurosurgery
Neurocirugía,2023,70,100,70.0,medgemma-4b-it-FT,Neurosurgery
Neurocirugía,2024,75,100,75.0,medgemma-4b-it-FT,Neurosurgery
Neurocirugía,2025,45,100,45.0,medgemma-4b-it-FT,Neurosurgery
Oftalmología,2018,50,100,50.0,medgemma-4b-it-FT,Ophthalmology
Oftalmología,2019,56,100,56.0,medgemma-4b-it-FT,Ophthalmology
Oftalmología,2020,71,100,71.0,medgemma-4b-it-FT,Ophthalmology
Oftalmología,2022,59,100,59.0,medgemma-4b-it-FT,Ophthalmology
Oftalmología,2023,60,100,60.0,medgemma-4b-it-FT,Ophthalmology
Oftalmología,2024,53,100,53.0,medgemma-4b-it-FT,Ophthalmology
Oftalmología,2025,42,100,42.0,medgemma-4b-it-FT,Ophthalmology
Pediatría,2018,73,100,73.0,medgemma-4b-it-FT,Pediatrics
Pediatría,2019,79,100,79.0,medgemma-4b-it-FT,Pediatrics
Pediatría,2020,73,100,73.0,medgemma-4b-it-FT,Pediatrics
Pediatría,2022,86,100,86.0,medgemma-4b-it-FT,Pediatrics
Pediatría,2023,77,100,77.0,medgemma-4b-it-FT,Pediatrics
Pediatría,2024,83,100,83.0,medgemma-4b-it-FT,Pediatrics
Pediatría,2025,50,100,50.0,medgemma-4b-it-FT,Pediatrics
Prueba A,2018,73,100,73.0,medgemma-4b-it-FT,Test A
Prueba A,2019,83,100,83.0,medgemma-4b-it-FT,Test A
Prueba A,2020,62,90,68.89,medgemma-4b-it-FT,Test A
Prueba A,2022,74,100,74.0,medgemma-4b-it-FT,Test A
Prueba A,2023,86,100,86.0,medgemma-4b-it-FT,Test A
Prueba A,2024,80,100,80.0,medgemma-4b-it-FT,Test A
Prueba A,2025,64,100,64.0,medgemma-4b-it-FT,Test A
Prueba B,2018,71,100,71.0,medgemma-4b-it-FT,Test B
Prueba B,2019,74,100,74.0,medgemma-4b-it-FT,Test B
Prueba B,2020,70,90,77.78,medgemma-4b-it-FT,Test B
Prueba B,2022,73,100,73.0,medgemma-4b-it-FT,Test B
Prueba B,2023,65,100,65.0,medgemma-4b-it-FT,Test B
Prueba B,2024,70,100,70.0,medgemma-4b-it-FT,Test B
Prueba B,2025,55,100,55.0,medgemma-4b-it-FT,Test B
Psiquiatría,2018,74,100,74.0,medgemma-4b-it-FT,Psychiatry
Psiquiatría,2019,88,100,88.0,medgemma-4b-it-FT,Psychiatry
Psiquiatría,2020,87,100,87.0,medgemma-4b-it-FT,Psychiatry
Psiquiatría,2022,80,100,80.0,medgemma-4b-it-FT,Psychiatry
Psiquiatría,2023,86,100,86.0,medgemma-4b-it-FT,Psychiatry
Psiquiatría,2024,86,100,86.0,medgemma-4b-it-FT,Psychiatry
Psiquiatría,2025,78,100,78.0,medgemma-4b-it-FT,Psychiatry
Radiología,2018,71,100,71.0,medgemma-4b-it-FT,Radiology
Radiología,2019,72,100,72.0,medgemma-4b-it-FT,Radiology
Radiología,2022,68,100,68.0,medgemma-4b-it-FT,Radiology
Radiología,2023,72,100,72.0,medgemma-4b-it-FT,Radiology
Radiología,2024,74,100,74.0,medgemma-4b-it-FT,Radiology
Radiología,2025,49,100,49.0,medgemma-4b-it-FT,Radiology
Urología,2018,71,100,71.0,medgemma-4b-it-FT,Urology
Urología,2020,67,100,67.0,medgemma-4b-it-FT,Urology
Urología,2022,68,100,68.0,medgemma-4b-it-FT,Urology
Urología,2023,76,100,76.0,medgemma-4b-it-FT,Urology
Urología,2024,68,100,68.0,medgemma-4b-it-FT,Urology
Urología,2025,44,100,44.0,medgemma-4b-it-FT,Urology
